stimulus_mode,shape_id,pair_id,texture_version,variant_index,relative_path,absolute_path
B_controlled_simple,2,2,version_2,2,stimuli_B_controlled_simple/2/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/2/version_2.png"
B_controlled_simple,20,20,version_1,1,stimuli_B_controlled_simple/20/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/20/version_1.png"
B_controlled_simple,20,20,version_2,2,stimuli_B_controlled_simple/20/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/20/version_2.png"
B_controlled_simple,21,21,version_1,1,stimuli_B_controlled_simple/21/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/21/version_1.png"
B_controlled_simple,21,21,version_2,2,stimuli_B_controlled_simple/21/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/21/version_2.png"
B_controlled_simple,22,22,version_1,1,stimuli_B_controlled_simple/22/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/22/version_1.png"
B_controlled_simple,22,22,version_2,2,stimuli_B_controlled_simple/22/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/22/version_2.png"
B_controlled_simple,23,23,version_1,1,stimuli_B_controlled_simple/23/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/23/version_1.png"
B_controlled_simple,23,23,version_2,2,stimuli_B_controlled_simple/23/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/23/version_2.png"
B_controlled_simple,24,24,version_1,1,stimuli_B_controlled_simple/24/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/24/version_1.png"
B_controlled_simple,24,24,version_2,2,stimuli_B_controlled_simple/24/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/24/version_2.png"
B_controlled_simple,25,25,version_1,1,stimuli_B_controlled_simple/25/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/25/version_1.png"
B_controlled_simple,25,25,version_2,2,stimuli_B_controlled_simple/25/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/25/version_2.png"
B_controlled_simple,26,26,version_1,1,stimuli_B_controlled_simple/26/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/26/version_1.png"
B_controlled_simple,26,26,version_2,2,stimuli_B_controlled_simple/26/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/26/version_2.png"
B_controlled_simple,27,27,version_1,1,stimuli_B_controlled_simple/27/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/27/version_1.png"
B_controlled_simple,27,27,version_2,2,stimuli_B_controlled_simple/27/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/27/version_2.png"
B_controlled_simple,28,28,version_1,1,stimuli_B_controlled_simple/28/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/28/version_1.png"
B_controlled_simple,28,28,version_2,2,stimuli_B_controlled_simple/28/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/28/version_2.png"
B_controlled_simple,29,29,version_1,1,stimuli_B_controlled_simple/29/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/29/version_1.png"
B_controlled_simple,29,29,version_2,2,stimuli_B_controlled_simple/29/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/29/version_2.png"
B_controlled_simple,3,3,version_1,1,stimuli_B_controlled_simple/3/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/3/version_1.png"
B_controlled_simple,3,3,version_2,2,stimuli_B_controlled_simple/3/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/3/version_2.png"
B_controlled_simple,30,30,version_1,1,stimuli_B_controlled_simple/30/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/30/version_1.png"
B_controlled_simple,30,30,version_2,2,stimuli_B_controlled_simple/30/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/30/version_2.png"
B_controlled_simple,4,4,version_1,1,stimuli_B_controlled_simple/4/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/4/version_1.png"
B_controlled_simple,4,4,version_2,2,stimuli_B_controlled_simple/4/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/4/version_2.png"
B_controlled_simple,5,5,version_1,1,stimuli_B_controlled_simple/5/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/5/version_1.png"
B_controlled_simple,5,5,version_2,2,stimuli_B_controlled_simple/5/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/5/version_2.png"
B_controlled_simple,6,6,version_1,1,stimuli_B_controlled_simple/6/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/6/version_1.png"
B_controlled_simple,6,6,version_2,2,stimuli_B_controlled_simple/6/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/6/version_2.png"
B_controlled_simple,7,7,version_1,1,stimuli_B_controlled_simple/7/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/7/version_1.png"
B_controlled_simple,7,7,version_2,2,stimuli_B_controlled_simple/7/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/7/version_2.png"
B_controlled_simple,8,8,version_1,1,stimuli_B_controlled_simple/8/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/8/version_1.png"
B_controlled_simple,8,8,version_2,2,stimuli_B_controlled_simple/8/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/8/version_2.png"
B_controlled_simple,9,9,version_1,1,stimuli_B_controlled_simple/9/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/9/version_1.png"
B_controlled_simple,9,9,version_2,2,stimuli_B_controlled_simple/9/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_B_controlled_simple/9/version_2.png"
