stimulus_mode,shape_id,pair_id,texture_version,variant_index,relative_path,absolute_path
A_auto_contrast,14,14,version_2,2,stimuli_A_auto_contrast/14/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/14/version_2.png"
A_auto_contrast,15,15,version_1,1,stimuli_A_auto_contrast/15/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/15/version_1.png"
A_auto_contrast,15,15,version_2,2,stimuli_A_auto_contrast/15/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/15/version_2.png"
A_auto_contrast,16,16,version_1,1,stimuli_A_auto_contrast/16/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/16/version_1.png"
A_auto_contrast,16,16,version_2,2,stimuli_A_auto_contrast/16/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/16/version_2.png"
A_auto_contrast,17,17,version_1,1,stimuli_A_auto_contrast/17/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/17/version_1.png"
A_auto_contrast,17,17,version_2,2,stimuli_A_auto_contrast/17/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/17/version_2.png"
A_auto_contrast,18,18,version_1,1,stimuli_A_auto_contrast/18/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/18/version_1.png"
A_auto_contrast,18,18,version_2,2,stimuli_A_auto_contrast/18/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/18/version_2.png"
A_auto_contrast,19,19,version_1,1,stimuli_A_auto_contrast/19/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/19/version_1.png"
A_auto_contrast,19,19,version_2,2,stimuli_A_auto_contrast/19/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/19/version_2.png"
A_auto_contrast,2,2,version_1,1,stimuli_A_auto_contrast/2/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/2/version_1.png"
A_auto_contrast,2,2,version_2,2,stimuli_A_auto_contrast/2/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/2/version_2.png"
A_auto_contrast,20,20,version_1,1,stimuli_A_auto_contrast/20/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/20/version_1.png"
A_auto_contrast,20,20,version_2,2,stimuli_A_auto_contrast/20/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/20/version_2.png"
A_auto_contrast,21,21,version_1,1,stimuli_A_auto_contrast/21/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/21/version_1.png"
A_auto_contrast,21,21,version_2,2,stimuli_A_auto_contrast/21/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/21/version_2.png"
A_auto_contrast,22,22,version_1,1,stimuli_A_auto_contrast/22/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/22/version_1.png"
A_auto_contrast,22,22,version_2,2,stimuli_A_auto_contrast/22/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/22/version_2.png"
A_auto_contrast,23,23,version_1,1,stimuli_A_auto_contrast/23/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/23/version_1.png"
A_auto_contrast,23,23,version_2,2,stimuli_A_auto_contrast/23/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/23/version_2.png"
A_auto_contrast,24,24,version_1,1,stimuli_A_auto_contrast/24/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/24/version_1.png"
A_auto_contrast,24,24,version_2,2,stimuli_A_auto_contrast/24/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/24/version_2.png"
A_auto_contrast,25,25,version_1,1,stimuli_A_auto_contrast/25/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/25/version_1.png"
A_auto_contrast,25,25,version_2,2,stimuli_A_auto_contrast/25/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/25/version_2.png"
A_auto_contrast,26,26,version_1,1,stimuli_A_auto_contrast/26/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/26/version_1.png"
A_auto_contrast,26,26,version_2,2,stimuli_A_auto_contrast/26/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/26/version_2.png"
A_auto_contrast,27,27,version_1,1,stimuli_A_auto_contrast/27/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/27/version_1.png"
A_auto_contrast,27,27,version_2,2,stimuli_A_auto_contrast/27/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/27/version_2.png"
A_auto_contrast,28,28,version_1,1,stimuli_A_auto_contrast/28/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/28/version_1.png"
A_auto_contrast,28,28,version_2,2,stimuli_A_auto_contrast/28/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/28/version_2.png"
A_auto_contrast,29,29,version_1,1,stimuli_A_auto_contrast/29/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/29/version_1.png"
A_auto_contrast,29,29,version_2,2,stimuli_A_auto_contrast/29/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/29/version_2.png"
A_auto_contrast,3,3,version_1,1,stimuli_A_auto_contrast/3/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/3/version_1.png"
A_auto_contrast,3,3,version_2,2,stimuli_A_auto_contrast/3/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/3/version_2.png"
A_auto_contrast,30,30,version_1,1,stimuli_A_auto_contrast/30/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/30/version_1.png"
A_auto_contrast,30,30,version_2,2,stimuli_A_auto_contrast/30/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/30/version_2.png"
A_auto_contrast,4,4,version_1,1,stimuli_A_auto_contrast/4/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/4/version_1.png"
A_auto_contrast,4,4,version_2,2,stimuli_A_auto_contrast/4/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/4/version_2.png"
A_auto_contrast,5,5,version_1,1,stimuli_A_auto_contrast/5/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/5/version_1.png"
A_auto_contrast,5,5,version_2,2,stimuli_A_auto_contrast/5/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/5/version_2.png"
A_auto_contrast,6,6,version_1,1,stimuli_A_auto_contrast/6/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/6/version_1.png"
A_auto_contrast,6,6,version_2,2,stimuli_A_auto_contrast/6/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/6/version_2.png"
A_auto_contrast,7,7,version_1,1,stimuli_A_auto_contrast/7/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/7/version_1.png"
A_auto_contrast,7,7,version_2,2,stimuli_A_auto_contrast/7/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/7/version_2.png"
A_auto_contrast,8,8,version_1,1,stimuli_A_auto_contrast/8/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/8/version_1.png"
A_auto_contrast,8,8,version_2,2,stimuli_A_auto_contrast/8/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/8/version_2.png"
A_auto_contrast,9,9,version_1,1,stimuli_A_auto_contrast/9/version_1.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/9/version_1.png"
A_auto_contrast,9,9,version_2,2,stimuli_A_auto_contrast/9/version_2.png,"/Users/samahabdelrahim/Downloads/BlenderObjects/data/ALICE_stl_(Xu & Sandhofer, 2024)/stimuli_A_auto_contrast/9/version_2.png"
